,TF,Target,Label
0,2,84,1
1,2,680,1
2,8,72,1
3,15,186,1
4,15,293,1
5,15,590,1
6,15,524,1
7,15,220,1
8,15,185,1
9,15,157,1
10,15,609,1
11,15,326,1
12,15,620,1
13,15,343,1
14,15,687,1
15,15,347,1
16,15,253,1
17,15,230,1
18,15,95,1
19,15,699,1
20,15,640,1
21,15,213,1
22,15,82,1
23,15,548,1
24,15,389,1
25,21,283,1
26,21,271,1
27,21,385,1
28,21,59,1
29,21,210,1
30,21,335,1
31,21,92,1
32,21,203,1
33,21,597,1
34,21,247,1
35,21,516,1
36,21,257,1
37,21,586,1
38,21,201,1
39,21,619,1
40,21,209,1
41,21,453,1
42,21,611,1
43,21,592,1
44,21,599,1
45,21,282,1
46,21,39,1
47,21,255,1
48,21,97,1
49,21,509,1
50,21,408,1
51,21,93,1
52,21,125,1
53,21,41,1
54,21,477,1
55,29,545,1
56,29,295,1
57,33,359,1
58,33,37,1
59,33,427,1
60,33,680,1
61,33,282,1
62,33,459,1
63,33,92,1
64,33,248,1
65,37,33,1
66,37,325,1
67,39,161,1
68,39,199,1
69,39,92,1
70,39,459,1
71,39,210,1
72,42,92,1
73,48,524,1
74,48,352,1
75,48,155,1
76,48,100,1
77,48,173,1
78,48,29,1
79,48,640,1
80,48,139,1
81,48,565,1
82,48,92,1
83,48,609,1
84,48,82,1
85,48,34,1
86,57,201,1
87,57,668,1
88,57,127,1
89,57,448,1
90,58,545,1
91,59,592,1
92,59,683,1
93,59,239,1
94,59,352,1
95,59,418,1
96,59,43,1
97,59,415,1
98,59,508,1
99,59,91,1
100,59,391,1
101,59,240,1
102,59,202,1
103,59,103,1
104,59,12,1
105,59,153,1
106,59,338,1
107,59,385,1
108,59,430,1
109,59,34,1
110,59,657,1
111,59,286,1
112,59,395,1
113,59,482,1
114,59,22,1
115,59,507,1
116,59,129,1
117,59,664,1
118,62,31,1
119,62,533,1
120,70,11,1
121,72,8,1
122,72,210,1
123,72,511,1
124,79,21,1
125,79,463,1
126,79,511,1
127,79,652,1
128,79,92,1
129,79,174,1
130,79,199,1
131,79,203,1
132,79,100,1
133,79,586,1
134,82,548,1
135,82,232,1
136,82,326,1
137,82,185,1
138,82,253,1
139,82,389,1
140,82,153,1
141,82,565,1
142,82,512,1
143,82,186,1
144,82,31,1
145,82,609,1
146,82,155,1
147,82,15,1
148,82,524,1
149,82,640,1
150,82,110,1
151,82,442,1
152,82,157,1
153,82,372,1
154,82,293,1
155,82,675,1
156,92,247,1
157,92,454,1
158,92,97,1
159,92,127,1
160,92,458,1
161,92,599,1
162,92,408,1
163,92,352,1
164,92,611,1
165,92,364,1
166,92,255,1
167,92,685,1
168,92,592,1
169,92,201,1
170,92,210,1
171,92,502,1
172,92,203,1
173,92,461,1
174,92,463,1
175,100,29,1
176,100,459,1
177,100,414,1
178,100,492,1
179,100,48,1
180,100,224,1
181,100,463,1
182,100,586,1
183,100,360,1
184,100,453,1
185,100,511,1
186,100,591,1
187,100,2,1
188,100,367,1
189,100,616,1
190,100,123,1
191,100,21,1
192,100,128,1
193,100,657,1
194,100,99,1
195,100,503,1
196,100,254,1
197,100,304,1
198,100,92,1
199,100,672,1
200,100,652,1
201,100,174,1
202,100,30,1
203,100,691,1
204,106,566,1
205,106,502,1
206,109,118,1
207,109,564,1
208,118,351,1
209,118,10,1
210,118,490,1
211,118,618,1
212,118,133,1
213,119,605,1
214,119,576,1
215,119,430,1
216,119,299,1
217,125,363,1
218,127,21,1
219,137,458,1
220,139,640,1
221,139,359,1
222,139,48,1
223,139,158,1
224,139,352,1
225,145,425,1
226,149,224,1
227,149,502,1
228,149,282,1
229,149,352,1
230,173,458,1
231,173,284,1
232,173,674,1
233,173,409,1
234,173,453,1
235,173,61,1
236,173,210,1
237,173,240,1
238,173,125,1
239,173,581,1
240,173,162,1
241,173,39,1
242,173,48,1
243,173,476,1
244,173,410,1
245,173,280,1
246,173,686,1
247,173,511,1
248,173,214,1
249,173,330,1
250,173,209,1
251,173,30,1
252,173,539,1
253,173,345,1
254,177,342,1
255,177,528,1
256,177,221,1
257,177,390,1
258,190,471,1
259,190,353,1
260,194,556,1
261,199,247,1
262,199,352,1
263,199,203,1
264,199,640,1
265,201,189,1
266,201,491,1
267,201,457,1
268,201,219,1
269,201,132,1
270,201,590,1
271,201,523,1
272,201,400,1
273,201,406,1
274,201,176,1
275,201,397,1
276,201,435,1
277,201,21,1
278,201,92,1
279,201,363,1
280,201,494,1
281,201,359,1
282,201,458,1
283,201,444,1
284,201,93,1
285,201,271,1
286,201,84,1
287,201,592,1
288,201,545,1
289,201,481,1
290,201,622,1
291,201,404,1
292,203,370,1
293,203,72,1
294,209,668,1
295,209,59,1
296,209,393,1
297,211,275,1
298,224,282,1
299,224,668,1
300,224,533,1
301,224,511,1
302,224,425,1
303,224,602,1
304,224,275,1
305,224,259,1
306,230,620,1
307,230,675,1
308,230,185,1
309,230,232,1
310,230,157,1
311,230,524,1
312,230,15,1
313,230,609,1
314,230,263,1
315,230,347,1
316,230,95,1
317,230,186,1
318,230,372,1
319,230,699,1
320,230,471,1
321,230,640,1
322,230,31,1
