,TF,Target,Label
0,8,371,1
1,97,590,1
2,97,128,1
3,97,655,1
4,107,435,1
5,109,580,1
6,109,442,1
7,122,583,1
8,122,649,1
9,148,150,1
10,148,655,1
11,148,560,1
12,150,148,1
13,193,325,1
14,193,372,1
15,208,406,1
16,208,583,1
17,229,133,1
18,229,189,1
19,229,519,1
20,229,340,1
21,229,621,1
22,229,499,1
23,229,550,1
24,291,331,1
25,331,291,1
26,331,384,1
27,368,546,1
28,368,133,1
29,368,229,1
30,368,189,1
31,368,400,1
32,368,332,1
33,368,463,1
34,371,8,1
35,375,687,1
36,384,517,1
37,384,691,1
38,384,148,1
39,384,462,1
40,389,589,1
41,400,550,1
42,400,546,1
43,400,519,1
44,400,340,1
45,400,133,1
46,400,499,1
47,400,332,1
48,435,331,1
49,435,549,1
50,435,147,1
51,435,107,1
52,436,560,1
53,436,407,1
54,442,40,1
55,462,384,1
56,494,691,1
57,494,333,1
58,506,40,1
59,560,569,1
60,560,690,1
61,560,607,1
62,560,432,1
63,560,297,1
64,560,148,1
65,560,41,1
66,560,115,1
67,560,407,1
68,560,195,1
69,583,649,1
70,583,208,1
71,590,97,1
72,610,248,1
73,632,435,1
74,649,40,1
75,649,607,1
76,649,583,1
77,649,150,1
78,655,691,1
79,655,580,1
80,655,517,1
81,655,593,1
82,687,375,1
83,690,607,1
84,690,560,1
85,691,384,1
86,691,494,1
87,691,147,1
88,691,580,1
89,8,466,0
90,97,201,0
91,97,412,0
92,97,580,0
93,107,351,0
94,109,0,0
95,109,647,0
96,122,258,0
97,122,573,0
98,148,259,0
99,148,278,0
100,148,44,0
101,150,15,0
102,193,252,0
103,193,649,0
104,208,477,0
105,208,570,0
106,229,243,0
107,229,67,0
108,229,660,0
109,229,595,0
110,229,646,0
111,229,371,0
112,229,464,0
113,291,538,0
114,331,246,0
115,331,442,0
116,368,576,0
117,368,318,0
118,368,48,0
119,368,74,0
120,368,577,0
121,368,672,0
122,368,320,0
123,371,189,0
124,375,188,0
125,384,615,0
126,384,75,0
127,384,311,0
128,384,589,0
129,389,246,0
130,400,271,0
131,400,576,0
132,400,262,0
133,400,470,0
134,400,485,0
135,400,617,0
136,400,588,0
137,435,322,0
138,435,368,0
139,435,51,0
140,435,348,0
141,436,482,0
142,436,121,0
143,442,592,0
144,462,511,0
145,494,131,0
146,494,438,0
147,506,690,0
148,560,495,0
149,560,280,0
150,560,139,0
151,560,491,0
152,560,111,0
153,560,531,0
154,560,167,0
155,560,555,0
156,560,185,0
157,560,144,0
158,583,529,0
159,583,518,0
160,590,631,0
161,610,526,0
162,632,508,0
163,649,328,0
164,649,299,0
165,649,147,0
166,649,143,0
167,655,174,0
168,655,515,0
169,655,297,0
170,655,316,0
171,687,405,0
172,690,678,0
173,690,673,0
174,691,204,0
175,691,191,0
176,691,3,0
177,691,425,0
